High School Name, Code, State ,
NAMPA CHRISTIAN HIGH SCHOOL,130436,ID,
NAMPA HIGH SCHOOL,130440,ID,
NEW HORIZON CENTER,130501,ID,
NEW LIFE CHRISTIAN SCHOOL,130357,ID,
NEW PLYMOUTH HIGH SCHOOL,130450,ID,
NEW VISION ALTERNATIVE HIGH SCHOOL,130512,ID,
NEZPERCE HIGH SCHOOL,130455,ID,
NORTH FORK SCHOOL,130381,ID,
NORTH FREMONT HIGH SCHOOL,130020,ID,
NORTH GEM HIGH SCHOOL,130025,ID,
NORTH IDAHO CHRISTIAN HIGH SCHOOL,130121,ID,
NORTH IDAHO COLLEGE,4539,ID,
NORTH STAR CHARTER HIGH SCHOOL,130189,ID,
NORTH VALLEY ACADEMY CHARTER SCHOOL,130238,ID,
NORTHWEST ACADEMY,130026,ID,
NOTUS HIGH SCHOOL,130460,ID,
OAKLEY HIGH SCHOOL,130465,ID,
ONEIDA HIGH SCHOOL,130364,ID,
OROFINO HIGH SCHOOL,130470,ID,
OUR LADY OF VICTORY SCHOOL,130508,ID,
PARADISE CREEK REGIONAL HIGH SCHOOL,130412,ID,
PARKVIEW HIGH SCHOOL,130441,ID,
PARMA HIGH SCHOOL,130480,ID,
PATRIOT CENTER,130192,ID,
PAYETTE HIGH SCHOOL,130485,ID,
POCATELLO HIGH SCHOOL,130500,ID,
POST FALLS HIGH SCHOOL,130505,ID,
POTLATCH JUNIOR-SENIOR HIGH SCHOOL,130510,ID,
PRAIRIE HIGH SCHOOL,130125,ID,
PRESTON HIGH SCHOOL,130515,ID,
PRIEST RIVER EDUCATION PROGRAM,130521,ID,
PRIEST RIVER LAMANNA HIGH SCHOOL,130520,ID,
PROJECT CDA ALTERNATIVE HIGH SCHOOL,130127,ID,
PROJECT PATCH SCHOOL,130222,ID,
RAFT RIVER HIGH SCHOOL,130370,ID,
REBOUND SCHOOL OF OPPORTUNITY,130387,ID,
RENAISSANCE HIGH SCHOOL,130398,ID,
RICHARD MCKENNA CHARTER HIGH SCHOOL,130421,ID,
RICHFIELD SCHOOL,130540,ID,
RIDGELINE HIGH SCHOOL,130439,ID,
RIGBY HIGH SCHOOL,130545,ID,
RIMROCK JUNIOR-SENIOR HIGH SCHOOL,130245,ID,
RIRIE HIGH SCHOOL,130555,ID,
RIVER CITY CHRISTIAN SCHOOL,130351,ID,
RIVER OF LIFE CHRISTIAN SCHOOL,130484,ID,
RIVERSIDE HIGH SCHOOL,130082,ID,
RIVERSTONE INTERNATIONAL SCHOOL,130060,ID,
ROBERT JANSS SCHOOL,130053,ID,
ROCKLAND JUNIOR-SENIOR HIGH SCHOOL,130565,ID,
ROCKY MOUNTAIN HIGH SCHOOL,130399,ID,
SAGE INTERNATIONAL SCHOOL,130091,ID,
SAGE SCHOOL,130023,ID,
SAINT DOMINIC SCHOOL,130507,ID,
SALMON HIGH SCHOOL,130590,ID,
SALMON RIVER HIGH SCHOOL,130550,ID,
SANDPOINT HIGH SCHOOL,130595,ID,
SHELLEY HIGH SCHOOL,130600,ID,
SHERIDAN ACADEMY,130057,ID,
SHOSHONE BANNOCK HIGH SCHOOL,130212,ID,
SHOSHONE HIGH SCHOOL,130605,ID,
SILVER CREEK HIGH SCHOOL,130271,ID,
SILVER VALLEY ALTERNATIVE HIGH SCHOOL,130646,ID,
SKYLINE HIGH SCHOOL,130292,ID,
SKYVIEW HIGH SCHOOL,130443,ID,
SNAKE RIVER HIGH SCHOOL,130410,ID,
SODA SPRINGS HIGH SCHOOL,130610,ID,
SOUTH FREMONT HIGH SCHOOL,130580,ID,
SOUTHSIDE CHRISTIAN SCHOOL,130113,ID,
ST MARIES HIGH SCHOOL,130585,ID,
SUGAR-SALEM HIGH SCHOOL,130625,ID,
SUMMIT ACADEMY,130126,ID,
TAMMANY ALTERNATIVE CENTER,130353,ID,
TAYLORS CROSSING PUBLIC CHARTER SCHOOL,130289,ID,
TETON HIGH SCHOOL,130170,ID,
THOMAS JEFFERSON PUBLIC CHARTER SCHOOL,130088,ID,
TIMBERLAKE HIGH SCHOOL,130619,ID,
TIMBERLINE HIGH SCHOOL,130054,ID,
TIMBERLINE HIGH SCHOOL,130648,ID,
TREASURE VALLEY MATHEMATICS AND SCIENCE CENTER,130062,ID,
TROY JR SR HIGH SCHOOL,130630,ID,
TWIN FALLS CHRISTIAN ACADEMY,130634,ID,
TWIN FALLS HIGH SCHOOL,130635,ID,
VALLEY HIGH SCHOOL,130180,ID,
VALLIVUE ACADEMY,130086,ID,
VALLIVUE HIGH SCHOOL,130080,ID,
VICTORY CHARTER SCHOOL,130449,ID,
VISION CHARTER SCHOOL,130078,ID,
WALLACE JR SR HIGH SCHOOL,130647,ID,
WEISER HIGH SCHOOL,130655,ID,
WENDELL HIGH SCHOOL,130660,ID,
WEST JEFFERSON HIGH SCHOOL,130627,ID,
WEST SIDE HIGH SCHOOL,130150,ID,
WHITE PINE CHRISTIAN ACADEMY,130528,ID,
WILDER HIGH SCHOOL,130665,ID,
WISDOM RANCH SCHOOL,130013,ID,
WOOD RIVER HIGH SCHOOL,130270,ID,
XAVIER CHARTER SCHOOL,130639,ID,
A C CENTRAL HIGH SCHOOL,140115,IL,
ABINGDON HIGH SCHOOL,140000,IL,
ABINGDON-AVON HIGH SCHOOL,140021,IL,
ACACIA ACADEMY,142484,IL,
ACADEMY FOR LEARNING,140352,IL,
ACADEMY OF SCHOLASTIC ACHIEVEMENT,140687,IL,
ACE TECH CHARTER HIGH SCHOOL,140648,IL,
ACTS CHRISTIAN ACADEMY,140608,IL,
ADA S MCKINLEY THERAPEUTIC EDUCATIONAL PROGRAM,140633,IL,
ADDISON TRAIL HIGH SCHOOL,140003,IL,
ADLAI E. STEVENSON HIGH SCHOOL,143550,IL,
ADULT LEARNING SKILLS PROGRAM,140634,IL,
AGAPE CHRISTIAN HIGH SCHOOL,142249,IL,
AIRFORCE ACADEMY HIGH SCHOOL,140698,IL,
AL RABY HS FOR COMMUNITY AND ENVIRONMENT,140662,IL,
ALAN B SHEPHERD HIGH SCHOOL,143356,IL,
ALCOTT HIGH SCHOOL,141074,IL,
ALDEN HEBRON HIGH SCHOOL,142225,IL,
ALLEMAN HIGH SCHOOL,143720,IL,
ALPHA OMEGA CHRISTIAN SCHOOL OF THE ARTS,140635,IL,
ALTAMONT HIGH SCHOOL,140030,IL,
ALTERNATIVE HIGH SCHOOL,141716,IL,
ALTERNATIVE/OPTIONAL EDUCATIONAL CENTER,144323,IL,
ALTHOFF CATHOLIC HIGH SCHOOL,140251,IL,
ALTON HIGH SCHOOL,140040,IL,
ALWOOD HIGH SCHOOL,144455,IL,
AMBOY HIGH SCHOOL,140055,IL,
AMERICAN ACADEMY OF ART,1013,IL,
AMERICAN SCHOOL,140650,IL,
AMOS ALONZO STAGG HIGH SCHOOL,143357,IL,
AMUNDSEN HIGH SCHOOL,140655,IL,
ANNA-JONESBORO COMMUNITY HIGH SCHOOL,140060,IL,
ANNAWAN HIGH SCHOOL,140065,IL,
ANTIOCH COMMUNITY HIGH SCHOOL,140070,IL,
ANTONIA PANTOJA HIGH SCHOOL,141062,IL,
APOSTOLIC CHRISTIAN ACADEMY,140663,IL,
APOSTOLIC CHRISTIAN SCHOOL,140171,IL,
APOSTOLIC LEARNING ACADEMY,141652,IL,
APPLIED ARTS SCIENCE TECH ACADEMY,140647,IL,
AQSA SCHOOL,140403,IL,
AQUIN CENTRAL CATHOLIC JUNIOR-SENIOR HIGH SCHOOL,141970,IL,
ARCOLA COMMUNITY HIGH SCHOOL,140075,IL,
ARGENTA-OREANA HIGH SCHOOL,140085,IL,
ARGO COMMUNITY HIGH SCHOOL,140090,IL,
ARLYN DAY SCHOOL,144389,IL,
ARMSTRONG TOWNSHIP HIGH SCHOOL,140105,IL,
ARTHUR CHRISTIAN SCHOOL,140112,IL,
ARTHUR HIGH SCHOOL,140110,IL,
ASHTON FRANKLIN CENTER HS,140125,IL,
ASPEN HIGH SCHOOL,143668,IL,
ASTORIA HIGH SCHOOL,140135,IL,
ATHENS COMMUNITY HIGH SCHOOL,140140,IL,
ATWOOD HAMMOND HIGH SCHOOL,140155,IL,
AUBURN HIGH SCHOOL,143693,IL,
AUBURN HIGH SCHOOL,140160,IL,
AURORA CENTRAL CATHOLIC HIGH SCHOOL,140175,IL,
AURORA CHRISTIAN SCHOOLS,140176,IL,
AURORA EAST HIGH SCHOOL,140170,IL,
AUSTIN BUSINESS AND ENTREPRENEURSHIP ACADEMY,140943,IL,
AUSTIN CAREER EDUCATION CENTER,140671,IL,
AUSTIN POLYTECHNICAL ACADEMY,141318,IL,
AVERYVILLE BAPTIST SCHOOL,141698,IL,
AVON HIGH SCHOOL,140195,IL,
BAIS YAAKOV HIGH SCHOOL CHGO,140674,IL,
BANNER ACADEMY SOUTH,141348,IL,
BANNER ACADEMY WEST,140946,IL,
BARRINGTON COMMUNITY HIGH SCHOOL,140205,IL,
BARTLETT HIGH SCHOOL,140213,IL,
BATAVIA HIGH SCHOOL,140212,IL,
BEACON THERAPEUTIC-CAL PARK,140476,IL,
BEARDSTOWN CHARTER SCHOOL LEARNING ACADEMY,140229,IL,
BEARDSTOWN SENIOR HIGH SCHOOL,140225,IL,
BEECHER CITY HIGH SCHOOL,140245,IL,
BEECHER HIGH SCHOOL,140240,IL,
BELLEVILLE TOWNSHIP HS WEST,140265,IL,
BELLEVILLE_HIGH SCHOOL EAST,140252,IL,
BELVIDERE ENDEAVOR HIGH SCHOOL,140277,IL,
BELVIDERE HIGH SCHOOL,140275,IL,
BELVIDERE NORTH HIGH SCHOOL,140279,IL,
BEMENT HIGH SCHOOL,140280,IL,
BENET ACADEMY,142635,IL,
BENITO JUAREZ COMMUNITY ACADEMY,140677,IL,
BENTON CONSOLIDATED HIGH SCHOOL,140300,IL,
BEREAN BAPTIST CHRISTIAN,143694,IL,
BEREAN CHRISTIAN SCHOOL,141706,IL,
BEREAN FUNDAMENTAL BAPTIST CHURCH AND SCHOOLS,144517,IL,
BETHEL CHRISTIAN ACADEMY,143941,IL,
BETHEL CHRISTIAN SCHOOL,142812,IL,
BETTER BOYS FOUNDATION,140678,IL,
BIBLE BAPTIST CHRISTIAN ACADEMY,140539,IL,
BIBLICAL BAPTIST CHURCH ACADEMY,144311,IL,
BISHOP MCNAMARA HIGH SCHOOL,142415,IL,
BISMARCK-HENNING HIGH SCHOOL,140325,IL,
BLACK HAWK COLLEGE EAST,1537,IL,
BLACK HAWK COLLEGE QUAD CITY,1483,IL,
BLOOM HIGH SCHOOL,141390,IL,
BLOOM-TRAIL HIGH SCHOOL,141391,IL,
BLOOMINGTON HIGH SCHOOL,140335,IL,
BLUE RIDGE HIGH SCHOOL,141890,IL,
BLUFFS HIGH SCHOOL,140360,IL,
BNOS RABBEINU INC,140694,IL,
BOGAN HIGH SCHOOL,141387,IL,
BOLINGBROOK HIGH SCHOOL,140367,IL,
BOND COUNTY COMMUNITY UNIT #2 HIGH SCHOOL,142160,IL,
BOWEN HIGH SCHOOL,140882,IL,
BOYLAN CATHOLIC HIGH SCHOOL,143697,IL,
BRADLEY BOURBONNAIS HIGH SCHOOL,140380,IL,
BREHM PREPARATORY SCHOOL,140506,IL,
BREMEN HIGH SCHOOL,142912,IL,
BRENTWOOD BAPTIST CHRISTIAN ACADEMY,141594,IL,
BRIMFIELD HIGH SCHOOL,140410,IL,
BRISK ACADEMY YESHIVAS BRISK,140679,IL,
BRITISH SCHOOL OF CHICAGO,140666,IL,
BRONZEVILLE SCHOLASTIC INSTITUTE,140981,IL,
BROTHER RICE HIGH SCHOOL,140682,IL,
BROWN COUNTY HIGH SCHOOL,143070,IL,
BROWNSTOWN HIGH SCHOOL,140425,IL,
BRUSSELS COMMUNITY HIGH SCHOOL,140430,IL,
BUFFALO GROVE HIGH SCHOOL,140447,IL,
BUNKER HILL HIGH SCHOOL,140450,IL,
BUREAU VALLEY HIGH SCHOOL,142740,IL,
BUSHNELL PRAIRIE CITY HIGH SCHOOL,140455,IL,
BYRON HIGH SCHOOL,140460,IL,
CAHOKIA HIGH SCHOOL,141710,IL,
CAIRO HIGH SCHOOL,140465,IL,
CALHOUN HIGH SCHOOL,142195,IL,
CALVARY ACADEMY,143948,IL,
CALVARY BAPTIST ACADEMY,143197,IL,
CALVARY BAPTIST ACADEMY,141394,IL,
CALVARY BAPTIST ACADEMY,140254,IL,
CALVARY BAPTIST CHRISTIAN ACADEMY,144181,IL,
CALVARY BAPTIST CHRISTIAN SCHOOL,140492,IL,
CALVARY CHRISTIAN SCHOOL,142529,IL,
CAMBRIDGE JUNIOR-SENIOR HIGH SCHOOL,140480,IL,
CAMELOT SCHOOL,143342,IL,
CAMELOT SCHOOL,140467,IL,
CAMP POINT CENTRAL HIGH SCHOOL,140490,IL,
CANTON HIGH SCHOOL,140495,IL,
CARBONDALE COMMUNITY HIGH SCHOOL,140510,IL,
CARL SANDBURG COLLEGE,1982,IL,
CARL SANDBURG HIGH SCHOOL,143325,IL,
CARLINVILLE HIGH SCHOOL,140520,IL,
CARLYLE HIGH SCHOOL,140525,IL,
CARMEL CATHOLIC HIGH SCHOOL,143096,IL,
CARMEL MONTESSORI ACADEMY,144273,IL,
CARMI CHRISTIAN SCHOOL,140538,IL,
CARMI-WHITE COUNTY HIGH SCHOOL,140535,IL,
CARRIER MILLS HIGH SCHOOL,140540,IL,
CARROLLTON HIGH SCHOOL,140545,IL,
CARTERVILLE HIGH SCHOOL,140555,IL,
CARVER MILITARY ACADEMY,140840,IL,
CARY GROVE COMMUNITY HIGH SCHOOL,140563,IL,
CASEY-WESTFIELD HIGH SCHOOL,140565,IL,
CATLIN HIGH SCHOOL,140570,IL,
CENTENNIAL HIGH SCHOOL,140593,IL,
CENTRAL A & M HIGH SCHOOL,143091,IL,
CENTRAL BAPTIST SCHOOL,142123,IL,
CENTRAL CATHOLIC HIGH SCHOOL,140340,IL,
CENTRAL COMMUNITY HIGH SCHOOL,140190,IL,
CENTRAL HIGH SCHOOL,141435,IL,
CENTRAL HIGH SCHOOL,140454,IL,
CENTRALIA HIGH SCHOOL,140580,IL,
CENTURY HIGH SCHOOL,144175,IL,
CERRO GORDO HIGH SCHOOL,140585,IL,
CHAMPAIGN CENTRAL HIGH SCHOOL,140595,IL,
CHARLES P. STEINMETZ COLLEGE PREP HIGH SCHOOL,141305,IL,
CHARLESTON HIGH SCHOOL,140610,IL,
CHESTER HIGH SCHOOL,140625,IL,
CHICAGO ACADEMY FOR ARTS,140627,IL,
CHICAGO ACADEMY HIGH SCHOOL,140661,IL,
CHICAGO BULLS COLLEGE PREP,140693,IL,
CHICAGO CHRISTIAN HIGH SCHOOL,140720,IL,
CHICAGO EXCEL ACADEMY,140983,IL,
CHICAGO HIGH SCHOOL AGRICULTURAL SCIENCE,140723,IL,
CHICAGO HIGH SCHOOL FOR THE ARTS,140822,IL,
CHICAGO HOPE ACADEMY,141008,IL,
CHICAGO INTERNATIONAL ACADEMY,141005,IL,
CHICAGO INTERNATIONAL CHARTER SCHOOL LONGWOOD,140630,IL,
CHICAGO INTERNATIONAL CHARTER SCHOOL-LARRY HAWKINS,141336,IL,
CHICAGO MATHEMATICS AND SCIENCE ACADEMY,140721,IL,
CHICAGO MILITARY ACADEMY BRONZEVILLE,140689,IL,
CHICAGO TALENT DEVELOPMENT CHARTER HIGH SCHOOL,141071,IL,
CHICAGO TECH ACADEMY HIGH SCHOOL,141303,IL,
CHICAGO VIRTUAL CHARTER SCHOOL,141288,IL,
CHICAGO VOCATIONAL HIGH SCHOOL,140735,IL,
CHICAGO WALDORF SCHOOL,140738,IL,
CHICAGOLAND JEWISH HIGH SCHOOL,143009,IL,
CHILDRENS CENTER FOR BEHAVIORAL DEVELOPMENT,140583,IL,
CHRISMAN HIGH SCHOOL,141400,IL,
CHRIST LUTHERAN HIGH SCHOOL,140436,IL,
CHRIST OUR ROCK LUTHERAN HIGH SCHOOL,140581,IL,
CHRIST OUR SAVIOR LUTHERAN HIGH SCHOOL,141858,IL,
CHRIST THE KING JESUIT COLLEGE PREPARATORY SCHOOL,140641,IL,
CHRISTIAN FELLOWSHIP SCHOOL,141654,IL,
CHRISTIAN FENGER ACADEMY,140745,IL,
CHRISTIAN HERITAGE ACADEMY,143211,IL,
CHRISTIAN LIBERTY ACADEMY,143572,IL,
CHRISTIAN LIBERTY ACADEMY SCHOOL SYSTEM,140094,IL,
CHRISTIAN LIFE ACADEMY,141506,IL,
CHRISTIAN LIFE CENTER HIGH SCHOOL,143698,IL,
CHRISTOPHER HIGH SCHOOL,141405,IL,
CICS NORTHTOWN ACADEMY,140691,IL,
CICS RALPH ELLISON CAMPUS,141368,IL,
CIRCLE ACADEMY,144184,IL,
CISNE HIGH SCHOOL,141420,IL,
CISSNA PARK HIGH SCHOOL,141425,IL,
CIVIC MEMORIAL HIGH SCHOOL,140305,IL,
CLASSICAL CONSORTIUM ACADEMY,140206,IL,
CLAY CITY HIGH SCHOOL,141430,IL,
CLINTON CHRISTIAN ACADEMY,141439,IL,
CLINTON COMMUNITY HIGH SCHOOL,141440,IL,
COAL CITY HIGH SCHOOL,141445,IL,
COBDEN HIGH SCHOOL,141450,IL,
COLLEGE LAKE COUNTY,1983,IL,
COLLEGE OF DUPAGE,1083,IL,
COLLEGE PREPARATORY SCHOOL-AMERICA,140402,IL,
COLLINS ACADEMY HIGH SCHOOL,141371,IL,
COLLINSVILLE CHRISTIAN ACADEMY,141467,IL,
COLLINSVILLE HIGH SCHOOL,141465,IL,
COLUMBIA HIGH SCHOOL,141470,IL,
COMMUNITY CHRISTIAN ACADEMY,140754,IL,
COMMUNITY CHRISTIAN ALTERNATIVE ACADEMY,140753,IL,
COMMUNITY CHRISTIAN SCHOOL,142732,IL,
COMMUNITY HIGH SCHOOL DISTRICT 99 NORTH HS,141630,IL,
COMMUNITY HS DISTRICT 94,144350,IL,
COMMUNITY SERVICES WEST CAREER ACADEMY,140657,IL,
COMMUNITY YOUTH DEVELOPMENT INSTITUTE,140664,IL,
CORLISS HIGH SCHOOL,140763,IL,
CORNERSTONE ACADEMY,140739,IL,
CORNERSTONE CHRISTIAN ACADEMY,144061,IL,
CORNERSTONE CHRISTIAN ACADEMY OF MCLEAN CO INC,140341,IL,
COULTERVILLE HIGH SCHOOL,141490,IL,
COVE SCHOOL,141844,IL,
COWDEN-HERRICK HIGH SCHOOL,141495,IL,
CRAB ORCHARD HIGH SCHOOL,142770,IL,
CRANE TECHNICAL PREPARATORY COMMON SCHOOL,140760,IL,
CRESCENT IROQUOIS HIGH SCHOOL,141500,IL,
CRETE-MONEE HIGH SCHOOL,141505,IL,
CRISTO REY JESUIT HIGH SCHOOL,140668,IL,
CROSSROADS HIGH SCHOOL,144121,IL,
CRYSTAL LAKE CENTRAL HIGH SCHOOL,141515,IL,
CRYSTAL LAKE SOUTH HIGH SCHOOL,141517,IL,
CS ACADEMY,140652,IL,
CUBA MIDDLE SR HIGH SCHOOL,141520,IL,
CUMBERLAND HIGH SCHOOL,144125,IL,
CURIE METROPOLITAN HIGH SCHOOL,141016,IL,
CYD LASH ACADEMY,142618,IL,
DAISYS RESOURCE OPTIONAL SCHOOL,143229,IL,
DAKOTA JUNIOR-SENIOR HIGH SCHOOL,141535,IL,
DALE AVENUE ACADEMY,141466,IL,
DANIEL HALE WILLIAMS PREP SCHOOL OF MEDICINE,141109,IL,
DANVILLE AREA COMMUNITY COLLEGE,1160,IL,
DANVILLE CHRISTIAN ACADEMY,141551,IL,
DANVILLE HIGH SCHOOL,141550,IL,
DAYSPRING CHRISTIAN ACADEMY,140724,IL,
DE LA SALLE INSTITUTE,140765,IL,
DE LA SALLE INSTITUTE WEST CAMPUS,140741,IL,
DECATUR CHRISTIAN SCHOOL,141559,IL,
DEER CREEK-MACKINAW HIGH SCHOOL,142695,IL,
DEERFIELD HIGH SCHOOL,141570,IL,
DEKALB HIGH SCHOOL,141575,IL,
DELAND WELDON HIGH SCHOOL,141580,IL,
DELAVAN HIGH SCHOOL,141585,IL,
DEPUE UNIT SCHOOL,141590,IL,
DEVRY ADVANTAGE ACADEMY,140562,IL,
DIETERICH COMMUNITY SCHOOL,141608,IL,
DISTRICT 211 ACADEMY NORTH,143346,IL,
DISTRICT 55 ACADEMY,141518,IL,
DIXON HIGH SCHOOL,141615,IL,
DONGOLA HIGH SCHOOL,141620,IL,
DONOVAN HIGH SCHOOL,141625,IL,
DOUGLAS MACARTHUR HIGH SCHOOL,141562,IL,
DR PEDRO ALBIZU CAMPUS HIGH SCHOOL,141081,IL,
DRW TRADING COLLEGE PREP,141104,IL,
DUNBAR VOCATIONAL CAREER ACADEMY,140785,IL,
DUNDEE-CROWN HIGH SCHOOL,140536,IL,
DUNLAP HIGH SCHOOL,141645,IL,
DUPAGE/WEST COOK DEAF/HARD OF HEARING PROGRAM,141553,IL,
DUPO SENIOR HIGH SCHOOL,141650,IL,
DUQUOIN HIGH SCHOOL,141655,IL,
DURAND HIGH SCHOOL,141660,IL,
DUSABLE LEADERSHIP ACADEMY,140790,IL,
DWIGHT BAPTIST ACADEMY,141663,IL,
DWIGHT D EISENHOWER HIGH SCHOOL,140345,IL,
DWIGHT TOWNSHIP HIGH SCHOOL,141665,IL,
EARLVILLE JUNIOR-SENIOR HIGH SCHOOL,141670,IL,
EAST ALTON-WOOD RIVER HIGH SCHOOL,144465,IL,
EAST DUBUQUE HIGH SCHOOL,141680,IL,
EAST HIGH SCHOOL,143700,IL,
EAST LEYDEN HIGH SCHOOL,141960,IL,
EAST MOLINE CHRISTIAN SCHOOL,141686,IL,
EAST PEORIA COMMUNITY HIGH SCHOOL,141700,IL,
EAST RICHLAND HIGH SCHOOL,143290,IL,
EAST SAINT LOUIS SENIOR HIGH SCHOOL,141725,IL,
EASTLAND HIGH SCHOOL,142540,IL,
EDINBURG HIGH SCHOOL,141730,IL,
EDWARDS COUNTY HIGH SCHOOL,140005,IL,
EDWARDSVILLE SENIOR HIGH SCHOOL,141735,IL,
EDWIN G FOREMAN HIGH SCHOOL,140795,IL,
EFFINGHAM HIGH SCHOOL,141740,IL,
EGYPTIAN COMMUNITY UNIT DISTRICT #5,144085,IL,
EISENHOWER HIGH SCHOOL,141558,IL,
EL PASO GRIDLEY HIGH SCHOOL,141821,IL,
ELDORADO HIGH SCHOOL,141755,IL,
ELGIN ACADEMY,141760,IL,
ELGIN COMMUNITY COLLEGE,1203,IL,
ELGIN HIGH SCHOOL,141770,IL,
ELK GROVE HIGH SCHOOL,141778,IL,
ELMWOOD HIGH SCHOOL,141810,IL,
ELMWOOD PARK HIGH SCHOOL,141815,IL,
ELVERADO HIGH SCHOOL,141785,IL,
EMIL G HIRSCH METROPOLITAN HIGH SCHOOL OF COMMUNIT,140800,IL,
EPIC ACADEMY CHARTER HIGH SCHOOL,140111,IL,
EQUALITY CHRISTIAN CENTER,141829,IL,
ERIC SOLORIO ACADEMY HIGH SCHOOL,141042,IL,
ERIE HIGH SCHOOL,141835,IL,
EUREKA HIGH SCHOOL,141840,IL,
EVANGELICAL CHRISTIAN SCHOOL,140813,IL,
EVANSTON TOWNSHIP HIGH SCHOOL,141860,IL,
EVERGREEN PARK COMMUNITY HIGH SCHOOL,141865,IL,
EXCELL DISTANCE LEARNING,142811,IL,
EZRA CHRISTIAN SCHOOL,144359,IL,
FAIRFIELD COMMUNITY HIGH SCHOOL,141875,IL,
FAITH ACADEMY,141924,IL,
FAITH BAPTIST CHRISTIAN SCHOOL,143413,IL,
FAITH BAPTIST SCHOOL,140256,IL,
FAITH CHRISTIAN SCHOOL,141614,IL,
FAITH CHRISTIAN SCHOOL,144398,IL,
FAITH LUTHERAN HIGH SCHOOL,144186,IL,
FAITH TEMPLE CHRISTIAN ACADEMY,142359,IL,
FAMILIES OF FAITH CHRISTIAN ACADEMY,140604,IL,
FARMINGTON CENTRAL HIGH SCHOOL,141900,IL,
FARRAGUT CAREER ACADEMY,140815,IL,
FASMAN YESHIVA HIGH SCHOOL,143928,IL,
FATHER MCGIVNEY CATHOLIC HIGH SCHOOL,140151,IL,
FAYETTE CHRISTIAN ACADEMY AND HIGH SCHOOL,144199,IL,
FENGER EVENING HIGH SCHOOL,140740,IL,
FENTON HIGH SCHOOL,140290,IL,
FENWICK HIGH SCHOOL,143240,IL,
FIELDCREST HIGH SCHOOL,142945,IL,
FIRST BAPTIST ACADEMY,143271,IL,
FIRST BAPTIST ACADEMY,140463,IL,
FIRST BAPTIST CHRISTIAN ACADEMY,143358,IL,
FIRST BAPTIST CHRISTIAN ACADEMY,142044,IL,
FIRST BAPTIST CHRISTIAN SCHOOL,141552,IL,
FIRST CHRISTIAN SCHOOL,142023,IL,
FIRSTBORN CHRISTIAN ACADEMY,142682,IL,
FISHER JUNIOR-SENIOR HIGH SCHOOL,141910,IL,
FLANAGAN HIGH SCHOOL,141920,IL,
FLORA HIGH SCHOOL,141925,IL,
FLOWER VOCATIONAL HIGH SCHOOL,140980,IL,
FOREST VIEW ALTERNATIVE SCHOOL,140101,IL,
FORRESTON HIGH SCHOOL,141940,IL,
FOX TECHNICAL AND TRADE CENTER,143212,IL,
FOX VALLEY LUTHERAN ACADEMY,143799,IL,
FRANCIS W PARKER SCHOOL,140830,IL,
FRANKFORT CMTY HIGH SCHOOL,144360,IL,
FRANKLIN HIGH SCHOOL,141950,IL,
FREDERICK A DOUGLAS ACADEMY,140659,IL,
FREEBURG HIGH SCHOOL,141965,IL,
FREEPORT SENIOR HIGH SCHOOL,141975,IL,
FULL GOSPEL CHRISTIAN SCHOOL,144003,IL,
FULTON HIGH SCHOOL,141980,IL,
FUTURES UNLIMITED,141564,IL,
GAGE PARK HIGH SCHOOL,140835,IL,
GALATIA HIGH SCHOOL,141985,IL,
GALENA HIGH SCHOOL,141990,IL,
GALESBURG CHRISTIAN SCHOOL,141996,IL,
GALESBURG HIGH SCHOOL,142000,IL,
GALLATIN COUNTY HIGH SCHOOL,143890,IL,
GALVA HIGH SCHOOL,142005,IL,
GARDNER SOUTH WILMINGTON HIGH SCHOOL,142010,IL,
GARY COMER COLLEGE PREP,141347,IL,
GATEWAY LEGACY CHRISTIAN ACADEMY,142072,IL,
GCE CHICAGO HIGH SCHOOL,140960,IL,
GENESEO HIGH SCHOOL,142015,IL,
GENEVA COMMUNITY HIGH SCHOOL,142020,IL,
GENOA-KINGSTON HIGH SCHOOL,142025,IL,
GEORGE WASHINGTON HIGH SCHOOL,140842,IL,
GEORGE WESTINGHOUSE HIGH SCHOOL,141001,IL,
GEORGETOWN-RIDGE FARM HIGH SCHOOL,142030,IL,
GIBAULT HIGH SCHOOL,144295,IL,
GIBSON CITY MELVIN-SIBLEY HIGH SCHOOL,142040,IL,
GILLESPIE HIGH SCHOOL,142045,IL,
GLENBARD EAST HIGH SCHOOL,142662,IL,
GLENBARD NORTH HIGH SCHOOL,140534,IL,
GLENBARD SOUTH HIGH SCHOOL,142073,IL,
GLENBARD WEST HIGH SCHOOL,142075,IL,
GLENBROOK EVENING HIGH SCHOOL,143214,IL,
GLENBROOK NORTH HIGH SCHOOL,143215,IL,
GLENBROOK SOUTH HIGH SCHOOL,142078,IL,
GLENWOOD SENIOR HIGH SCHOOL,140612,IL,
GOLDER COLL PREP-CAMPUS OF NOBLE ST CHARTER SCHOOL,141143,IL,
GORDON TECHNICAL HIGH SCHOOL,140850,IL,
GOREVILLE COMMUNITY UNIT 1,142100,IL,
GRACE BAPTIST ACADEMY,143958,IL,
GRACE BAPTIST ACADEMY,142405,IL,
GRANITE CITY SENIOR HIGH SCHOOL,142120,IL,
GRANT COMMUNITY HIGH SCHOOL,141945,IL,
GRANT PARK HIGH SCHOOL,142125,IL,
GRAYSLAKE CENTRAL HIGH SCHOOL,142135,IL,
GRAYSLAKE NORTH HIGH SCHOOL,142126,IL,
