High School Name,Code,State
BELL HIGH SCHOOL,50245,CA
VALLEY OAKS CHARTER SCHOOL,50253,CA
BELLFLOWER HIGH SCHOOL,50255,CA
GOLDEN VALLEY HIGH SCHOOL,50259,CA
SAINT JOHN BOSCO HIGH SCHOOL,50260,CA
BELL GARDENS SENIOR HIGH SCHOOL,50265,CA
CARLMONT HIGH SCHOOL,50270,CA
NOTRE DAME HIGH SCHOOL,50275,CA
BENICIA HIGH SCHOOL,50280,CA
HEAD-ROYCE SHCOOL THE,50285,CA
BERKELEY HIGH SCHOOL,50290,CA
SAINT MARYS COLLEGE HIGH SCHOOL,50310,CA
BEVERLY HILLS HIGH SCHOOL,50320,CA
LE LYCEE FRANCAIS DE LOS ANGELES,50321,CA
BIG VALLEY HIGH SCHOOL,50325,CA
BIG BEAR HIGH SCHOOL,50330,CA
DESERT HOT SPRINGS HIGH SCHOOL,50334,CA
BIGGS HIGH SCHOOL,50335,CA
BISHOP UNION HIGH SCHOOL,50345,CA
BLOOMINGTON CHRISTIAN SCHOOL,50347,CA
BLOOMINGTON HIGH SCHOOL,50348,CA
PALO VERDE HIGH SCHOOL,50350,CA
ANDERSON VALLEY JUNIOR SENIOR HIGH SCHOOL,50355,CA
BORREGO SPRINGS HIGH SCHOOL,50363,CA
BRAWLEY UNION HIGH SCHOOL,50365,CA
BREA OLINDA HIGH SCHOOL,50370,CA
FREEDOM HIGH SCHOOL,50372,CA
LIBERTY HIGH SCHOOL,50375,CA
BUENA PARK HIGH SCHOOL,50378,CA
JOHN F KENNEDY HIGH SCHOOL,50379,CA
BELLARMINE JEFFERSON HIGH SCHOOL,50380,CA
BURBANK SENIOR HIGH SCHOOL,50385,CA
HERITAGE HIGH SCHOOL,50386,CA
TURNER CHRISTIAN ACADEMY,50387,CA
JOHN BURROUGHS HIGH SCHOOL,50400,CA
PROVIDENCE HIGH SCHOOL,50402,CA
MONTEREY CONTINUATION HIGH SCHOOL,50403,CA
BURLINGAME HIGH SCHOOL,50410,CA
MERCY HIGH SCHOOL,50415,CA
BURNEY JUNIOR SENIOR HIGH SCHOOL,50419,CA
VINCENT MEMORIAL CATHOLIC HIGH SCHOOL,50420,CA
CALABASAS HIGH SCHOOL,50421,CA
CALEXICO HIGH SCHOOL,50425,CA
CALIPATRIA HIGH SCHOOL,50430,CA
CALISTOGA HIGH SCHOOL,50435,CA
CORNERSTONE CHRISTIAN SCHOOLS,50437,CA
ADOLFO CAMARILLO HIGH SCHOOL,50438,CA
COAST UNION HIGH SCHOOL,50440,CA
FRONTIER HIGH SCHOOL,50442,CA
CANOGA PARK HIGH SCHOOL,50465,CA
TORREY PINES HIGH SCHOOL,50466,CA
FAITH BAPTIST SCHOOLS,50467,CA
ARMY AND NAVY ACADEMY,50470,CA
CARLSBAD HIGH SCHOOL,50472,CA
CARMEL HIGH SCHOOL,50475,CA
VICTORY CHRISTIAN SCHOOLS,50481,CA
SACRAMENTO ADVENTIST ACADEMY,50483,CA
CATE SCHOOL,50485,CA
NORTH MONTEREY COUNTY HIGH SCHOOL,50489,CA
CARPINTERIA HIGH SCHOOL,50490,CA
CALIFORNIA ACADEMY OF MATHEMATICS AND SCIENCE,50491,CA
NORTH MONTEREY COUNTY CENTER INDEPENDENT STUDY,50494,CA
CARUTHERS HIGH SCHOOL,50495,CA
CASTRO VALLEY HIGH SCHOOL,50500,CA
SURPRISE VALLEY HIGH SCHOOL,50505,CA
CATHEDRAL CITY HIGH SCHOOL,50508,CA
CARLSBAD CHRISTIAN HIGH SCHOOL,50509,CA
TRACY HIGH SCHOOL,50519,CA
CENTRAL VALLEY HIGH SCHOOL,50520,CA
CERES HIGH SCHOOL,50525,CA
GRETCHEN WHITNEY HIGH SCHOOL,50526,CA
CERRITOS HIGH SCHOOL,50527,CA
CHATSWORTH HIGH SCHOOL,50528,CA
CHICO SENIOR HIGH SCHOOL,50545,CA
PLEASANT VALLEY SR HIGH SCHOOL,50548,CA
SHERMAN E BURROUGHS HIGH SCHOOL,50550,CA
CHINO HIGH SCHOOL,50555,CA
RUBEN S AYALA HIGH SCHOOL,50563,CA
CHINO HILLS HIGH SCHOOL,50564,CA
DON ANTONIO LUGO HIGH SCHOOL,50566,CA
CHOWCHILLA UNION HIGH SCHOOL,50570,CA
BONITA VISTA HIGH SCHOOL,50572,CA
CASTLE PARK HIGH SCHOOL,50573,CA
PALOMAR HIGH SCHOOL,50576,CA
EASTLAKE HIGH SCHOOL,50579,CA
CHULA VISTA SENIOR HIGH SCHOOL,50580,CA
HILLTOP HIGH SCHOOL,50581,CA
SAN JUAN HIGH SCHOOL,50582,CA
WORKMAN HIGH SCHOOL,50583,CA
MESA VERDE HIGH SCHOOL,50587,CA
CLAREMONT HIGH SCHOOL,50590,CA
VIVIAN WEBB SCHOOL,50599,CA
WEBB SCHOOL OF CALIFORNIA,50600,CA
OTAY HIGH SCHOOL,50602,CA
DELTA HIGH SCHOOL,50605,CA
CLOVERDALE HIGH SCHOOL,50610,CA
CLOVIS HIGH SCHOOL,50615,CA
ENTERPRISE HIGH SCHOOL,50617,CA
FLOYD B BUCHANAN HIGH SCHOOL,50618,CA
COACHELLA VALLEY HIGH SCHOOL,50620,CA
CLOVIS EAST HIGH SCHOOL,50622,CA
COLEVILLE HIGH SCHOOL,50635,CA
COLFAX HIGH SCHOOL,50637,CA
COLTON HIGH SCHOOL,50640,CA
SLOVER MOUNTAIN HIGH SCHOOL,50642,CA
COLUSA HIGH SCHOOL,50645,CA
CENTENNIAL HIGH SCHOOL,50650,CA
COMPTON SENOIR HIGH SCHOOL,50651,CA
DOMINGUEZ SENIOR HIGH SCHOOL,50652,CA
CARONDELET HIGH SCHOOL,50656,CA
CONCORD HIGH SCHOOL,50657,CA
CLAYTON VALLEY CHARTER HIGH SCHOOL,50658,CA
COLLEGE PARK HIGH SCHOOL,50659,CA
MOUNT DIABLO HIGH SCHOOL,50660,CA
DE LA SALLE HIGH SCHOOL,50662,CA
YGNACIO VALLEY HIGH SCHOOL,50663,CA
CORCORAN HIGH SCHOOL,50665,CA
NORTHGATE HIGH SCHOOL,50666,CA
CORNING UNION HIGH SCHOOL,50670,CA
LEE V POLLARD HIGH SCHOOL,50673,CA
CORONA HIGH SCHOOL,50675,CA
CENTENNIAL HIGH SCHOOL,50676,CA
CORONADO HIGH SCHOOL,50680,CA
ESTANCIA HIGH SCHOOL,50684,CA
WEST VALLEY HIGH SCHOOL,50688,CA
SANTIAGO HIGH SCHOOL,50692,CA
CHARTER OAK HIGH SCHOOL,50693,CA
ELIZABETH LEARNING CENTER,50697,CA
COVINA HIGH SCHOOL,50700,CA
NORTHVIEW HIGH SCHOOL,50703,CA
SOUTH HILLS HIGH SCHOOL,50704,CA
DEL NORTE COUNTY HIGH SCHOOL,50705,CA
JOHN SWETT HIGH SCHOOL,50710,CA
SILVER VALLEY HIGH SCHOOL,50711,CA
SUNSET HIGH SCHOOL,50713,CA
CYPRESS HIGH SCHOOL,50714,CA
CULVER CITY HIGH SCHOOL,50715,CA
CUPERTINO HIGH SCHOOL,50718,CA
JEFFERSON HIGH SCHOOL,50720,CA
TERRA NOVA HIGH SCHOOL,50721,CA
GAHR HIGH SCHOOL,50722,CA
WESTMOOR HIGH SCHOOL,50723,CA
ATHENIAN SCHOOL,50724,CA
SAN RAMON VALLEY HIGH SCHOOL,50725,CA
MONTE VISTA HIGH SCHOOL,50727,CA
DANA HILLS HIGH SCHOOL,50729,CA
DAVIS SENIOR HIGH SCHOOL,50730,CA
MARTIN L KING HIGH SCHOOL,50733,CA
DELANO HIGH SCHOOL,50735,CA
GRANT HIGH SCHOOL,50740,CA
DAVIS SCHOOL FOR INDEPENDENT STUDY,50743,CA
DENAIR HIGH SCHOOL,50745,CA
DIAMOND BAR HIGH SCHOOL,50748,CA
DINUBA HIGH SCHOOL,50750,CA
DIXON HIGH SCHOOL,50755,CA
MONTE VISTA HIGH SCHOOL,50756,CA
DOS PALOS HIGH SCHOOL,50765,CA
COLUMBUS HIGH SCHOOL,50767,CA
DOWNEY HIGH SCHOOL,50770,CA
WARREN HIGH SCHOOL,50771,CA
OXFORD ACADEMY,50776,CA
DOWNIEVILLE JUNIOR SENIOR HIGH SCHOOL,50780,CA
DUARTE HIGH SCHOOL,50783,CA
DUBLIN HIGH SCHOOL,50784,CA
DUNSMUIR HIGH SCHOOL,50785,CA
VALLEY CHRISTIAN HIGH SCHOOL,50787,CA
CASTLE ROCK CHARTER SCHOOL,50789,CA
DURHAM HIGH SCHOOL,50790,CA
EASTSIDE COLLEGE PREPARATORY SCHOOL,50791,CA
EAST NICOLAUS HIGH SCHOOL,50795,CA
DESERT HIGH SCHOOL,50800,CA
VALHALLA HIGH SCHOOL,50804,CA
EL CAJON VALLEY HIGH SCHOOL,50805,CA
GRANITE HILLS HIGH SCHOOL,50806,CA
CENTRAL UNION HIGH SCHOOL,50810,CA
EL CERRITO HIGH SCHOOL,50815,CA
SOUTHWEST HIGH SCHOOL,50816,CA
OAK RIDGE HIGH SCHOOL,50818,CA
UNION MINE HIGH SCHOOL,50819,CA
FRANKLIN HIGH SCHOOL,50824,CA
ELK GROVE HIGH SCHOOL,50825,CA
GROSSMONT MIDDLE COLLEGE HIGH SCHOOL,50828,CA
LAGUNA CREEK HIGH SCHOOL,50829,CA
ARROYO HIGH SCHOOL,50830,CA
EL MONTE HIGH SCHOOL,50835,CA
MOUNTAIN VIEW HIGH SCHOOL,50837,CA
CESAR E CHAVEZ HIGH SCHOOL,50841,CA
EL SEGUNDO HIGH SCHOOL,50845,CA
BETHEL CHRISTIAN ACADEMY,50846,CA
STAR PREP ACADEMY,50854,CA
ELSINORE HIGH SCHOOL,50855,CA
LA COSTA CANYON HIGH SCHOOL,50858,CA
EMERY HIGH SCHOOL,50860,CA
SUMMIT HIGH SCHOOL,50861,CA
GRAUER SCHOOL,50862,CA
SAN DIEGUITO ACADEMY,50865,CA
CRESPI CARMELITE HIGH SCHOOL,50867,CA
HOLY MARTYRS ARMENIAN HIGH SCHOOL,50869,CA
ESCALON HIGH SCHOOL,50870,CA
ESCONDIDO CHARTER HIGH SCHOOL,50871,CA
ORANGE GLEN HIGH SCHOOL,50873,CA
CALVIN CHRISTIAN HIGH SCHOOL,50876,CA
VISTA HIGH SCHOOL,50878,CA
ESCONDIDO HIGH SCHOOL,50880,CA
SAN MARCOS HIGH SCHOOL,50883,CA
SAN PASQUAL HIGH SCHOOL,50884,CA
ESPARTO HIGH SCHOOL,50885,CA
ETIWANDA HIGH SCHOOL,50888,CA
ETNA UNION HIGH SCHOOL,50890,CA
CANYON CREST ACADEMY,50893,CA
EL SOBRANTE CHRISTIAN HIGH SCHOOL,50896,CA
SUMMIT HIGH SCHOOL,50897,CA
SAINT BERNARDS CATHOLIC HIGH SCHOOL,50898,CA
EUREKA SENIOR HIGH SCHOOL,50900,CA
MONTEREY TRAIL HIGH SCHOOL,50902,CA
EXETER UNION HIGH SCHOOL,50905,CA
ARMIJO HIGH SCHOOL,50910,CA
FAIRFIELD HIGH SCHOOL,50911,CA
BELLA VISTA HIGH SCHOOL,50912,CA
DEL CAMPO HIGH SCHOOL,50915,CA
ANGELO RODRIGUEZ HIGH SCHOOL,50919,CA
SACRAMENTO WALDORF SCHOOL,50920,CA
FARMERSVILLE HIGH SCHOOL,50924,CA
FALLBROOK UNION HIGH SCHOOL,50925,CA
SAN LORENZO VALLEY HIGH SCHOOL,50927,CA
FERNDALE HIGH SCHOOL,50930,CA
FILLMORE HIGH SCHOOL,50935,CA
UNIVERSITY HIGH SCHOOL,50936,CA
FIREBAUGH HIGH SCHOOL,50937,CA
FOLSOM HIGH SCHOOL,50940,CA
HENRY J KAISER HIGH SCHOOL,50942,CA
A B MILLER HIGH SCHOOL,50944,CA
FONTANA HIGH SCHOOL,50945,CA
EL MOLINO HIGH SCHOOL,50947,CA
FORT BRAGG HIGH SCHOOL,50955,CA
LOS AMIGOS HIGH SCHOOL,50963,CA
FOUNTAIN VALLEY HIGH SCHOOL,50964,CA
FORTUNA UNION HIGH SCHOOL,50965,CA
JOHN F KENNEDY HIGH SCHOOL,50966,CA
FOWLER HIGH SCHOOL,50967,CA
IRVINGTON HIGH SCHOOL,50968,CA
JAMES LOGAN HIGH SCHOOL,50969,CA
MISSION SAN JOSE HIGH SCHOOL,50970,CA
WASHINGTON HIGH SCHOOL,50972,CA
BULLARD HIGH SCHOOL,50973,CA
AMERICAN HIGH SCHOOL,50974,CA
CENTRAL HIGH SCHOOL EAST/WEST,50975,CA
MCLANE HIGH SCHOOL,50977,CA
FREMONT CHRISTIAN HIGH SCHOOL,50978,CA
EDISON HIGH SCHOOL,50980,CA
CLOVIS WEST HIGH SCHOOL,50982,CA
FRESNO HIGH SCHOOL,50985,CA
HERBERT HOOVER HIGH SCHOOL,50989,CA
SAN JOAQUIN MEMORIAL HIGH SCHOOL,50990,CA
THEODORE ROOSEVELT HIGH SCHOOL,50995,CA
WASHINGTON UNION HIGH SCHOOL,51000,CA
ROSARY HIGH SCHOOL,51007,CA
SUNNY HILLS HIGH SCHOOL,51008,CA
TROY HIGH SCHOOL,51009,CA
FULLERTON UNION HIGH SCHOOL,51010,CA
GALT HIGH SCHOOL,51015,CA
GARDENA HIGH SCHOOL,51020,CA
MONETA HIGH SCHOOL,51022,CA
JUNIPERO SERRA HIGH SCHOOL,51025,CA
BOLSA GRANDE HIGH SCHOOL,51028,CA
GARDEN GROVE HIGH SCHOOL,51030,CA
RANCHO ALAMITOS HIGH SCHOOL,51032,CA
SANTIAGO HIGH SCHOOL,51033,CA
PACIFICA HIGH SCHOOL,51034,CA
GEYSERVILLE EDUCATIONAL PARK,51035,CA
GOLDEN SIERRA HIGH SCHOOL,51036,CA
GILROY HIGH SCHOOL,51040,CA
MOUNT MADONNA HIGH SCHOOL,51043,CA
SUNNYSIDE HIGH SCHOOL,51045,CA
GLENDALE HIGH SCHOOL,51050,CA
HERBERT HOOVER HIGH SCHOOL,51060,CA
HOLY FAMILY HIGH SCHOOL,51065,CA
GLENDORA HIGH SCHOOL,51070,CA
SAINT LUCYS PRIORY HIGH SCHOOL,51075,CA
CRYSTAL CATHEDRAL HIGH SCHOOL,51076,CA
DA VINCI CHARTER ACADEMY,51082,CA
FORESTHILL HIGH SCHOOL,51083,CA
GONZALES HIGH SCHOOL,51085,CA
MATTOLE VALLEY CHARTER SCHOOL,51086,CA
GRANADA HILLS CHARTER HIGH SCHOOL,51088,CA
JOHN F KENNEDY HIGH SCHOOL,51089,CA
BEAR RIVER HIGH SCHOOL,51092,CA
NEVADA UNION HIGH SCHOOL,51095,CA
GREENVILLE HIGH SCHOOL,51100,CA
GRIDLEY HIGH SCHOOL,51105,CA
GRANITE BAY HIGH SCHOOL,51106,CA
GROSSMONT HIGH SCHOOL,51110,CA
GREENFIELD HIGH SCHOOL,51113,CA
GUSTINE HIGH SCHOOL,51115,CA
HALF MOON BAY HIGH SCHOOL,51120,CA
HAWTHORNE MATH & SCIENCE ACADEMY,51122,CA
HAMILTON UNION HIGH SCHOOL,51125,CA
HANFORD WEST HIGH SCHOOL,51128,CA
HANFORD HIGH SCHOOL,51130,CA
HAPPY CAMP HIGH SCHOOL,51135,CA
NARBONNE HIGH SCHOOL,51140,CA
HAWTHORNE HIGH SCHOOL,51145,CA
HAYWARD HIGH SCHOOL,51150,CA
TENNYSON HIGH SCHOOL,51152,CA
MOUNT EDEN HIGH SCHOOL,51153,CA
MOREAU CATHOLIC HIGH SCHOOL,51156,CA
HEALDSBURG HIGH SCHOOL,51160,CA
WEST VALLEY HIGH SCHOOL,51161,CA
HEMET HIGH SCHOOL,51165,CA
HESPERIA HIGH SCHOOL,51168,CA
HESPERIA CHRISTIAN SCHOOL,51172,CA
CRYSTAL SPRINGS UPLANDS SCHOOL,51173,CA
HILMAR HIGH SCHOOL,51175,CA
SAN BENITO HIGH SCHOOL,51180,CA
SULTANA HIGH SCHOOL,51187,CA
HOLTVILLE HIGH SCHOOL,51200,CA
HERCULES MIDDLE HIGH SCHOOL,51206,CA
HUGHSON HIGH SCHOOL,51215,CA
EDISON HIGH SCHOOL,51218,CA
HUNTINGTON BEACH HIGH SCHOOL,51220,CA
MARINA HIGH SCHOOL,51221,CA
OCEAN VIEW HIGH SCHOOL,51224,CA
HUNTINGTON PARK HIGH SCHOOL,51230,CA
SAINT PIUS X-SAINT MATTHIAS ACADEMY,51232,CA
MONTGOMERY HIGH SCHOOL,51239,CA
IMPERIAL HIGH SCHOOL,51240,CA
MAR VISTA HIGH SCHOOL,51242,CA
MATER DEI CATHOLIC HIGH SCHOOL,51244,CA
AMISTAD HIGH SCHOOL,51246,CA
INDIO HIGH SCHOOL,51247,CA
OCEAN VIEW CHRISTIAN ACADEMY,51248,CA
ANIMO INGLEWOOD CHARTER HIGH SCHOOL,51255,CA
ANIMO LEADERSHIP CHARTER HIGH SCHOOL,51257,CA
INGLEWOOD HIGH SCHOOL,51260,CA
CITY HONORS HIGH SCHOOL,51261,CA
MORNINGSIDE HIGH SCHOOL,51262,CA
SOUTH BAY LUTHERAN HIGH SCHOOL,51264,CA
ARNOLD O BECKMAN HIGH SCHOOL,51267,CA
TARBUT V TORAH COMMUNITY DAY SCHOOL,51269,CA
IRVINE HIGH SCHOOL,51271,CA
SAN JOAQUIN HIGH SCHOOL,51273,CA
WOODBRIDGE HIGH SCHOOL,51274,CA
ARGONAUT HIGH SCHOOL,51275,CA
NORTHWOOD HIGH SCHOOL,51283,CA
KELSEYVILLE HIGH SCHOOL,51290,CA
KERMAN HIGH SCHOOL,51295,CA
BENTLEY SCHOOL,51300,CA
KING CITY JOINT UNION HIGH SCHOOL,51305,CA
KINGSBURG HIGH SCHOOL,51310,CA
SAINT FRANCIS HIGH SCHOOL,51311,CA
LA CANADA HIGH SCHOOL,51312,CA
CRESCENTA VALLEY HIGH SCHOOL,51313,CA
ACALANES HIGH SCHOOL,51315,CA
CONTRA COSTA CHRISTIAN HIGH SCHOOL,51316,CA
LAGUNA BEACH HIGH SCHOOL,51320,CA
ALISO NIGUEL HIGH SCHOOL,51324,CA
LA HABRA HIGH SCHOOL,51325,CA
SONORA HIGH SCHOOL,51327,CA
LA QUINTA HIGH SCHOOL,51328,CA
BISHOPS SCHOOL,51330,CA
LA JOLLA COUNTRY DAY SCHOOL,51333,CA
LA JOLLA HIGH,51335,CA
LUTHERAN HIGH SCHOOL SAN DIEGO,51339,CA
RIM OF THE WORLD HIGH SCHOOL,51340,CA
KERN VALLEY HIGH SCHOOL,51342,CA
CLEAR LAKE HIGH SCHOOL,51345,CA
EL CAPITAN HIGH SCHOOL,51346,CA
LAKEWOOD HIGH SCHOOL,51347,CA
MAYFAIR HIGH SCHOOL,51348,CA
SAINT JOSEPH HIGH SCHOOL,51349,CA
HELIX HIGH SCHOOL,51350,CA
LA MIRADA HIGH SCHOOL,51352,CA
ANTELOPE VALLEY HIGH SCHOOL,51355,CA
PARACLETE HIGH SCHOOL,51356,CA
NOGALES HIGH SCHOOL,51357,CA
LA PUENTE HIGH SCHOOL,51359,CA
LOS ALTOS HIGH SCHOOL,51360,CA
REDWOOD HIGH SCHOOL,51361,CA
BISHOP AMAT MEMORIAL HIGH SCHOOL,51362,CA
LATON HIGH SCHOOL,51363,CA
LAGUNA HILLS HIGH SCHOOL,51369,CA
BONITA HIGH SCHOOL,51370,CA
LUTHERAN HIGH SCHOOL,51373,CA
LEUZINGER HIGH SCHOOL,51375,CA
BETHEL CHRISTIAN HIGH SCHOOL,51378,CA
LAYTONVILLE HIGH SCHOOL,51380,CA
PUENTE HILLS HIGH SCHOOL,51388,CA
DESERT CHRISTIAN HIGH SCHOOL,51389,CA
LEGGETT VALLEY SCHOOL,51390,CA
ANTELOPE VALLEY CHRISTIAN SCHOOL,51392,CA
LE GRAND UNION HIGH SCHOOL,51395,CA
TAMISCAL HIGH SCHOOL,51396,CA
LEMOORE UNION HIGH SCHOOL,51400,CA
TEMESCAL CANYON HIGH SCHOOL,51402,CA
LINCOLN HIGH SCHOOL,51405,CA
LINDEN HIGH SCHOOL,51410,CA
LANCASTER HIGH SCHOOL,51412,CA
LINDSAY HIGH SCHOOL,51415,CA
FRAZIER MOUNTAIN HIGH SCHOOL,51416,CA
LITTLEROCK HIGH SCHOOL,51418,CA
LIVE OAK HIGH SCHOOL,51420,CA
GRANADA HIGH SCHOOL,51423,CA
LIVERMORE HIGH SCHOOL,51425,CA
HORIZON CHARTER SCHOOL,51427,CA
LIVINGSTON HIGH SCHOOL,51430,CA
LAWNDALE HIGH SCHOOL,51431,CA
TORAH HIGH SCHOOLS OF SAN DIEGO,51433,CA
TOKAY HIGH SCHOOL,51440,CA
LODI HIGH SCHOOL,51441,CA
LOMA LINDA ACADEMY,51445,CA
RIVER VALLEY CHARTER SCHOOL,51446,CA
CABRILLO HIGH SCHOOL,51450,CA
LOMPOC HIGH SCHOOL,51455,CA
LONE PINE HIGH SCHOOL,51460,CA
DAV STARR JORDAN HIGH SCHOOL,51465,CA
ENVIRONMENTAL CHARTER HIGH SCHOOL,51472,CA
ROBERT A MILLIKAN HIGH SCHOOL,51476,CA
PREUSS SCHOOL UCSD,51479,CA
LONG BEACH POLYTECHNICAL HIGH SCHOOL,51480,CA
LENNOX MATH SCIENCE TECH ACADEMY,51498,CA
SAINT ANTHONY HIGH SCHOOL,51500,CA
JUAN RODRIGUEZ CABRILLO HS,51504,CA
WOODROW WILSON HIGH SCHOOL,51505,CA
DEL ORO HIGH SCHOOL,51507,CA
LOS ALAMITOS HIGH SCHOOL,51508,CA
LOS ALTOS HIGH SCHOOL,51510,CA
PINEWOOD SCHOOL,51512,CA
PALO ALTO PREPARATORY SCHOOL,51513,CA
THE KINGS ACADEMY,51514,CA
ABRAHAM LINCOLN HIGH SCHOOL,51520,CA
LOCKE SENIOR HIGH SCHOOL,51523,CA
ALEXANDER HAMILTON HIGH SCHOOL,51525,CA
HIGH TECH LOS ANGELES,51526,CA
BELMONT HIGH SCHOOL,51540,CA
BENJAMIN FRANKLIN HIGH SCHOOL,51550,CA
BISHOP CONATY OUR LADY LORETTO HIGH SCHOOL,51552,CA
BISHOP MORA SALESIAN HIGH SCHOOL,51554,CA
BRENTWOOD SCHOOL,51555,CA
CATHEDRAL HIGH SCHOOL,51560,CA
LOS ANGELES CENTER ENRICHED STUDIES,51561,CA
CENTRAL HIGH SCHOOL,51563,CA
CHAMINADE COLLEGE PREPARATORY,51565,CA
CONCORD PREPARATORY HIGH SCHOOL,51567,CA
CRENSHAW LEARNING CHARTER HIGH SCHOOL,51569,CA
LINFIELD CHRISTIAN SCHOOL,51570,CA
DAVID STARR JORDAN HIGH SCHOOL,51575,CA
DOWNTOWN MAGNET HIGH SCHOOL,51576,CA
EAGLE ROCK HIGH SCHOOL,51580,CA
FRANKLIN COMMUNITY ADULT SCHOOL,51589,CA
FAIRFAX HIGH SCHOOL,51590,CA
GEORGE WASHINGTON PREPARATORY HIGH SCHOOL,51605,CA
HOLLYWOOD HIGH SCHOOL,51615,CA
IMMACULATE HEART HIGH SCHOOL,51625,CA
BUCKLEY SCHOOL THE,51628,CA
JAMES A GARFIELD HIGH SCHOOL,51635,CA
JOHN C FREMONT HIGH SCHOOL,51645,CA
JOHN MARSHALL HIGH SCHOOL,51650,CA
KING DREW MAGNET HIGH SCHOOL OF MEDICINE & SCIENCE,51672,CA
LOS ANGELES COUNTY HIGH SCHOOL OF THE ARTS,51677,CA
LOS ANGELES SENIOR HIGH SCHOOL,51680,CA
LOYOLA HIGH SCHOOL,51685,CA
MANUAL ARTS SENIOR HIGH SCHOOL,51700,CA
MARLBOROUGH SCHOOL,51710,CA
MARYMOUNT HIGH SCHOOL,51715,CA
F BRAVO MEDICAL MAGNET HIGH SCHOOL,51719,CA
MIDDLE COLLEGE HIGH SCHOOL,51722,CA
MILKEN COMMUNITY HIGH SCHOOL,51727,CA
NOTRE DAME ACADEMY,51730,CA
ROOSEVELT COMMUNITY ADULT SCHOOL,51757,CA
SACRED HEART HIGH SCHOOL,51760,CA
LIONEL WILSON COLLEGE PREPARATORY ACADEMY,51761,CA
NAPA CHRISTIAN ADVENTIST K-12 CAMPUS,51766,CA
OSCAR DE LA HOYA ANIMO CHARTER HIGH SCHOOL,51781,CA
FOSHAY LEARNING CENTER,51788,CA
SUSAN MILLER DORSEY SENIOR HIGH SCHOOL,51795,CA
THEODORE ROOSEVELT SENIOR HIGH SCHOOL,51805,CA
ORTHOPAEDIC HOSPITAL MEDICAL MAGNET HIGH SCHOOL,51811,CA
THOMAS JEFFERSON HIGH SCHOOL,51815,CA
UNIVERSITY HIGH SCHOOL,51825,CA
VENICE HIGH SCHOOL,51828,CA
VERBUM DEI HIGH SCHOOL,51829,CA
WESTCHESTER HIGH SCHOOL,51830,CA
WOODROW WILSON HIGH SCHOOL,51840,CA
LOS BANOS HIGH SCHOOL,51845,CA
WILDWOOD SCHOOL,51852,CA
LOS GATOS HIGH SCHOOL,51855,CA
LOS MOLINOS HIGH SCHOOL,51860,CA
DUNN SCHOOL,51863,CA
MIDLAND SCHOOL,51865,CA
LOWER LAKE HIGH SCHOOL,51870,CA
LOYALTON HIGH SCHOOL,51875,CA
LIBERTY HIGH SCHOOL,51881,CA
LYNWOOD HIGH SCHOOL,51885,CA
MADERA HIGH SCHOOL,51890,CA
MAMMOTH HIGH SCHOOL,51892,CA
MIRA COSTA HIGH SCHOOL,51895,CA
MALIBU HIGH SCHOOL,51896,CA
EAST UNION HIGH SCHOOL,51899,CA
MANTECA HIGH SCHOOL,51900,CA
SIERRA HIGH SCHOOL,51903,CA
MARICOPA HIGH SCHOOL,51905,CA
PALOMA VALLEY HIGH SCHOOL,51907,CA
MARIPOSA COUNTY HIGH SCHOOL,51910,CA
ALHAMBRA HIGH SCHOOL,51915,CA
LINDHURST HIGH SCHOOL,51919,CA
MARYSVILLE HIGH SCHOOL,51925,CA
ABRAHAM LINCOLN SCHOOL,51928,CA
MAXWELL HIGH SCHOOL,51930,CA
STONE RIDGE CHRISTIAN HIGH SCHOOL,51944,CA
MCFARLAND HIGH SCHOOL,51945,CA
MCKINLEYVILLE HIGH SCHOOL,51948,CA
MENDOCINO HIGH SCHOOL,51950,CA
MENDOTA HIGH SCHOOL,51952,CA
GOLDEN VALLEY HIGH SCHOOL,51953,CA
SACRED HEART PREPARATORY SCHOOL,51955,CA
TRABUCO HILLS HIGH SCHOOL,51958,CA
MENLO SCHOOL,51960,CA
MERCED HIGH SCHOOL,51963,CA
SILVERADO HIGH SCHOOL,51964,CA
HALSTROM HIGH SCHOOL-MISSION VIEJO,51966,CA
CAPISTRANO VALLEY HIGH SCHOOL,51968,CA
YOSEMITE HIGH SCHOOL,51969,CA
MIDDLETOWN HIGH SCHOOL,51970,CA
MILLS HIGH SCHOOL,51972,CA
EL TORO HIGH SCHOOL,51974,CA
TAMALPAIS HIGH SCHOOL,51975,CA
PIEDMONT HILLS HIGH SCHOOL,51976,CA
MILPITAS HIGH SCHOOL,51978,CA
SOUTH FORK HIGH SCHOOL,51980,CA
MISSION VIEJO HIGH SCHOOL,51981,CA
CENTRAL CATHOLIC HIGH SCHOOL,51982,CA
GRACE M DAVIS HIGH SCHOOL,51983,CA
UNIVERSITY HIGH SCHOOL,51984,CA
MODESTO HIGH SCHOOL,51985,CA
FRED C BEYER HIGH SCHOOL,51986,CA
JURUPA VALLEY HIGH SCHOOL,51989,CA
MODESTO CHRISTIAN,51990,CA
TIOGA HIGH SCHOOL,51992,CA
JOHANSEN HIGH SCHOOL,51994,CA
MIRA MONTE HIGH SCHOOL,51996,CA
THOMAS DOWNEY HIGH SCHOOL,52000,CA
CANYON OAKS HIGH SCHOOL,52009,CA
MONROVIA HIGH SCHOOL,52015,CA
